"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"storico";0,007;0,007;-0,002;0,024;-1,298;-0,076;1,525
"splendido";-0,038;-0,038;-1,699;-1,376;-0,109;9,13;-0,038
"sperare";-0,18;0,259;-0,32;-0,122;0,104;0;0,259
"speciale";-0,004;-1,305;-1,497;-1,212;8,346;0,268;-0,004
"sotto";-1,305;-0,004;-0,038;-1,212;3,463;2,149;-1,305
"sopra";0,686;-0,038;0,414;-1,376;-1,699;4,508;-1,482
"rustico";0,209;-0,795;0,108;-0,738;-0,911;0,012;3,259
"romanesco";1,525;0,007;-0,002;-1,051;-1,298;0,539;0,007
"rispondere";-0,038;-1,482;-1,699;9,196;0,414;-0,327;-0,038
"quattro";4,4;1,035;-1,497;-1,212;0,693;-1,904;-0,004
"professionalità";-0,099;-1,661;1,969;0,58;1,969;-2,422;-0,099
"professionale";6,812;-0,099;-0,205;-1,543;-0,205;1,023;-1,661
"pinsa";-0,469;-0,469;17,603;-0,435;-0,538;-0,684;-0,469
"piazza";0,209;-0,795;8,386;-0,738;-0,911;-1,159;0,209
"panna";-1,482;-1,482;-1,699;-1,376;-1,699;-0,327;48,514
"manzo";-0,038;-1,482;-1,699;-0,015;-0,109;15,365;-1,482
"inoltre";-0,18;2,081;-2,115;-0,122;8,935;-0,672;-1,844
"ideale";-0,099;0,436;0,226;0,58;-0,205;-0,491;-0,099
"hamburger";-0,004;10,097;-1,497;-1,212;-0,038;0,268;-1,305
"gruppo";2,674;-1,661;-0,205;-0,058;1,969;0,024;-1,661
"gricia";12,849;-1,661;-1,905;-1,543;-1,905;7,419;-1,661
"gestire";-1,482;0,686;-1,699;0,864;2,616;-2,161;0,686
"genuino";-0,962;7,441;0,016;-0,893;0,016;-1,403;0,065
"fungo";-0,63;-0,63;-0,723;-0,585;0,335;8,977;-0,63
"formula";-1,132;0,007;-1,298;36,776;-1,298;-1,651;-1,132
"eat";-0,962;-0,962;-1,103;17,121;0,016;-1,403;0,065
"crema";0,436;-1,661;-1,905;-1,543;-1,905;1,023;12,849
"continuare";-1,661;2,674;-0,205;0,58;1,969;-2,422;-0,099
"can";-1,132;-1,132;-1,298;36,776;-0,002;-1,651;-1,132
"bicchiere";-0,038;-0,038;-0,109;3,925;2,616;-2,161;-1,482
"bere";-0,004;-0,004;-1,497;-1,212;8,346;0,268;-1,305
"bambino";-1,482;0,686;-0,109;-0,015;-0,109;-0,327;3,427
"aspettare";-0,962;2,225;-1,103;-0,893;1,698;-0,01;0,065
"apprezzare";6,812;-0,099;-0,205;-1,543;1,969;-0,491;-1,661
"amichevole";0,007;0,007;1,1;-1,051;4,594;-1,651;-1,132
"aggiungere";-0,038;-0,038;0,414;-1,376;2,616;-0,327;-0,038
"you";-1,132;-1,132;-1,298;36,776;-0,002;-1,651;-1,132
"visita";-0,038;-0,038;-0,109;0,864;0,414;-2,161;0,686
"tenere";-0,004;-0,004;-1,497;0;3,463;-1,904;1,035
"spritz";-0,795;0,209;-0,911;0,278;2,6;0,012;-0,795
"scadente";0,686;-1,482;-1,699;0,864;-0,109;4,508;-1,482
"salume";0,065;-0,962;0,016;-0,893;-1,103;9,976;-0,962
"richiesta";0,007;0,007;-1,298;1,79;-0,002;-0,076;0,007
"pò";-0,004;-1,305;-1,497;4,971;0,693;-0,186;-0,004
"probabilmente";-0,004;1,035;-1,497;1,253;0,693;-1,904;-0,004
"presto";-1,305;-0,004;-0,038;0;-0,038;0,268;1,035
"possibile";5,686;1,525;-1,298;0,024;-1,298;-0,076;-1,132
"pistacchio";-0,962;-0,962;-1,103;-0,893;1,698;-0,01;7,441
"passaggio";0,007;0,007;1,1;0,024;-1,298;-1,651;1,525
"palato";-0,099;0,436;0,226;-0,058;-1,905;1,023;-0,099
"osteria";7,441;-0,962;1,698;-0,893;-1,103;-0,01;-0,962
"organizzare";0,065;-0,962;-1,103;2,548;1,698;-1,403;0,065
"offerta";2,081;-0,18;-2,115;-0,122;-0,32;6,05;-1,844
"norma";0,007;0,007;1,1;-1,051;-1,298;-0,076;1,525
"migliorare";-0,038;0,686;-1,699;3,925;-1,699;1,5;-1,482
"meritare";1,525;0,007;-1,298;1,79;-1,298;-1,651;1,525
"magari";0,007;5,686;-1,298;-1,051;4,594;-1,651;-1,132
"interessante";1,035;-0,004;-1,497;-1,212;0,693;0,268;-0,004
"ieri";0,686;-0,038;0,414;-0,015;0,414;-2,161;-0,038
"giudia";5,686;-1,132;-1,298;-1,051;-1,298;7,581;-1,132
"facile";-0,004;-0,004;-1,497;0;0,693;-0,186;1,035
"ecc";-0,795;9,945;-0,911;-0,738;0,108;0,012;-0,795
"drink";-0,469;-0,469;-0,538;1,242;6,516;-0,684;-0,469
"difficile";1,525;0,007;-1,298;0,024;1,1;-0,076;-1,132
"cordialità";-0,004;4,4;8,346;-1,212;-1,497;-1,904;-1,305
"considerare";1,035;-1,305;-1,497;1,253;0,693;-0,186;-0,004
"certo";-0,038;-1,482;2,616;-0,015;0,414;-0,327;-0,038
"cercare";-1,305;4,4;-0,038;1,253;-1,497;-0,186;-0,004
"biscotto";-0,63;-0,63;-0,723;-0,585;0,335;0,129;4,876
"amare";1,035;4,4;-1,497;-1,212;3,463;-1,904;-1,305
"amante";1,035;-1,305;3,463;-1,212;3,463;-1,904;-1,305
"visitare";-1,661;6,812;-1,905;3,11;-0,205;0,024;-1,661
"vegetariano";0,007;0,007;-0,002;-1,051;1,1;0,539;-1,132
"vasto";0,007;1,525;-1,298;-1,051;1,1;0,539;-1,132
"top";-0,004;-0,004;-1,497;1,253;0,693;0,268;-1,305
"teatro";-0,63;-0,63;4,03;-0,585;0,335;0,129;-0,63
"tartufo";-0,63;-0,63;0,335;-0,585;0,335;0,129;0,5
"signore";-1,132;0,007;-0,002;1,79;-1,298;0,539;0,007
"sicuro";-0,038;0,686;0,414;-0,015;0,414;-0,327;-1,482
"scoperta";-1,132;0,007;-0,002;-1,051;-0,002;7,581;-1,132
"ripieno";-0,962;0,065;6,15;-0,893;-1,103;-1,403;2,225
"ricordare";-0,004;-0,004;-0,038;1,253;0,693;-0,186;-1,305
"qualita";-1,132;0,007;-1,298;0,024;-1,298;-0,076;12,49
"patatina";-1,482;8,26;-1,699;-1,376;6,713;-0,327;-1,482
"passo";5,686;0,007;-1,298;-1,051;-1,298;0,539;0,007
"non_solo";-1,132;0,007;-0,002;0,024;-1,298;-0,076;5,686
"modico";-0,962;-0,962;1,698;0,106;0,016;-1,403;2,225
"moderno";1,525;-1,132;-1,298;0,024;1,1;0,539;-1,132
"massimo";-0,004;-0,004;-1,497;-1,212;15,343;-0,186;-1,305
"mancare";1,525;0,007;-0,002;-1,051;1,1;-0,076;-1,132
"leggermente";1,035;-0,004;-0,038;-1,212;-1,497;5,83;-1,305
"infatti";1,035;1,035;-1,497;0;-0,038;-1,904;1,035
"guanciale";3,259;-0,795;-0,911;-0,738;-0,911;1,669;0,209
"frutta";-1,305;4,4;-1,497;0;0,693;-0,186;-0,004
"finire";-1,482;0,686;0,414;-1,376;0,414;1,5;-1,482
"festa";-1,132;-1,132;-1,298;0,024;10,482;-0,076;0,007
"famoso";0,686;-1,482;-1,699;0,864;0,414;0,107;-0,038
"esterno";0,209;-0,795;0,108;-0,738;0,108;1,669;-0,795
"dimenticare";0,007;0,007;-1,298;0,024;-1,298;7,581;-1,132
"coppia";-1,305;-0,004;-0,038;1,253;0,693;0,268;-1,305
"consegna";-0,795;-0,795;-0,911;-0,738;0,108;0,012;9,945
"calice";12,49;-1,132;-1,298;-1,051;-0,002;0,539;-1,132
"bianco";-1,305;-1,305;8,346;-1,212;-0,038;-0,186;1,035
"avviso";-1,305;-0,004;-0,038;1,253;-0,038;2,149;-1,305
"assaggio";-0,63;-0,63;-0,723;-0,585;4,03;2,815;-0,63
"artigianale";-1,305;1,035;0,693;-1,212;-1,497;-1,904;10,097
"amaro";-0,038;-1,482;-0,109;-1,376;0,414;9,13;-1,482
"vuoto";-1,482;-0,038;-0,109;3,925;-0,109;0,107;-0,038
"turista";20,268;-0,795;0,108;-0,738;-0,911;-1,159;-0,795
"tonnarelli";0,007;-1,132;-0,002;-1,051;-1,298;14,16;-1,132
"titolare";-1,482;-0,038;2,616;-1,376;-0,109;1,5;-0,038
"specie";5,686;-1,132;-0,002;-1,051;1,1;-1,651;0,007
"spaghetto";4,4;-1,305;-1,497;0;-0,038;2,149;-1,305
"sorridente";-1,132;-1,132;4,594;-1,051;-0,002;-0,076;1,525
"sfizioso";-1,482;0,686;-1,699;-0,015;6,713;0,107;-1,482
"settimana";-0,63;4,876;-0,723;-0,585;-0,723;2,815;-0,63
"ripetere";-0,038;-1,482;-1,699;-0,015;0,414;4,508;-0,038
"rigatone";27,043;-0,962;0,016;-0,893;-1,103;-1,403;-0,962
"ricotta";3,259;-0,795;-0,911;-0,738;-0,911;6,131;-0,795
"recare";-0,962;-0,962;6,15;0,106;0,016;-1,403;0,065
"raffinato";0,007;0,007;-1,298;0,024;-0,002;3,041;-1,132
"prossimo";-0,038;8,26;-0,109;-1,376;-0,109;-0,327;-0,038
"preparazione";0,007;-1,132;-0,002;0,024;4,594;-1,651;0,007
"permettere";-0,962;-0,962;0,016;-0,893;-1,103;18,014;-0,962
"particolarmente";1,525;0,007;-1,298;-1,051;4,594;-1,651;0,007
"notare";-0,795;0,209;0,108;-0,738;8,386;-1,159;-0,795
"no";-0,962;-0,962;-1,103;-0,893;1,698;9,976;-0,962
"meno";0,209;0,209;0,108;-0,738;2,6;-1,159;-0,795
"melanzana";-0,63;4,876;-0,723;-0,585;0,335;0,129;-0,63
"locale_che";-0,004;1,035;-0,038;0;0,693;-0,186;-1,305
"lista";1,035;-1,305;-0,038;-1,212;0,693;2,149;-1,305
"italiano";-1,305;-1,305;-0,038;1,253;8,346;-1,904;-0,004
"intimo";0,065;-0,962;-1,103;-0,893;1,698;4,296;-0,962
"inizio";-1,132;-1,132;-1,298;1,79;-0,002;3,041;0,007
"fortuna";-1,132;1,525;-1,298;-1,051;18,765;-1,651;-1,132
"forte";0,209;0,209;2,6;0,278;-0,911;-1,159;-0,795
"finalmente";0,065;0,065;-1,103;-0,893;-1,103;9,976;-0,962
"figlio";-0,004;-0,004;-0,038;-1,212;0,693;-0,186;1,035
"creare";-1,305;-1,305;-0,038;-1,212;8,346;-0,186;1,035
"cottura";-0,004;-1,305;-0,038;0;-0,038;5,83;-1,305
"cortesia";-0,795;-0,795;0,108;-0,738;0,108;6,131;-0,795
"cornetto";-0,63;-0,63;0,335;-0,585;0,335;-0,919;4,876
"compleanno";3,427;-1,482;-1,699;9,196;-1,699;-0,327;-0,038
"compagnia";0,007;-1,132;1,1;0,024;4,594;-1,651;-1,132
"circa";5,686;-1,132;-1,298;-1,051;1,1;-0,076;0,007
"chiudere";0,007;0,007;-1,298;-1,051;1,1;-0,076;1,525
"ce";-0,004;-0,004;-0,038;-1,212;15,343;-1,904;-1,305
"cambiare";1,525;-1,132;-1,298;1,79;1,1;-0,076;-1,132
"bastare";-0,795;0,209;-0,911;0,278;2,6;0,012;-0,795
"bagno";0,065;-0,962;-1,103;8,22;1,698;-1,403;-0,962
"andato";-0,795;0,209;-0,911;3,659;0,108;0,012;-0,795
"affollare";-0,962;0,065;-1,103;2,548;0,016;0,974;-0,962
"vita";2,225;-0,962;1,698;-0,893;-1,103;-1,403;2,225
"superlativo";-0,962;0,065;6,15;-0,893;0,016;-0,01;-0,962
"superiore";0,209;0,209;-0,911;0,278;-0,911;-1,159;3,259
"strada";-0,795;0,209;-0,911;10,883;0,108;-1,159;-0,795
"stella";7,441;0,065;-1,103;-0,893;1,698;-1,403;-0,962
"spiegare";-0,962;-0,962;-1,103;0,106;23,364;-1,403;-0,962
"sottile";-0,962;-0,962;6,15;-0,893;-1,103;4,296;-0,962
"solito";0,007;0,007;-1,298;0,024;-1,298;-0,076;5,686
"soddisfacente";7,441;-0,962;-1,103;0,106;-1,103;0,974;-0,962
"scrivere";0,065;-0,962;-1,103;0,106;0,016;0,974;0,065
"sbagliare";-0,962;-0,962;1,698;-0,893;6,15;-0,01;-0,962
"salsiccia";-0,795;0,209;-0,911;-0,738;0,108;6,131;-0,795
"salmone";-1,132;0,007;-1,298;1,79;4,594;-0,076;-1,132
"risultare";-0,795;-0,795;0,108;3,659;0,108;0,012;-0,795
"rilassare";-0,469;-0,469;6,516;-0,435;0,828;-0,684;-0,469
"ricerca";0,209;0,209;-0,911;-0,738;2,6;-1,159;0,209
"raggiungere";2,225;0,065;-1,103;2,548;0,016;-1,403;-0,962
"qualsiasi";0,007;0,007;-0,002;-1,051;10,482;-1,651;-1,132
"pure";12,49;-1,132;-0,002;-1,051;1,1;-1,651;-1,132
"pur";0,5;-0,63;-0,723;-0,585;0,335;2,815;-0,63
"profumo";0,5;4,876;0,335;-0,585;-0,723;-0,919;-0,63
"produrre";-0,63;0,5;0,335;-0,585;-0,723;0,129;0,5
"polpo";-0,63;-0,63;-0,723;-0,585;4,03;2,815;-0,63
"piuttosto";0,065;0,065;0,016;0,106;0,016;-0,01;-0,962
"personalmente";-1,132;0,007;1,1;-1,051;-1,298;0,539;1,525
"optare";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"nn";-0,795;0,209;0,108;-0,738;8,386;-1,159;-0,795
"moglie";0,007;0,007;-0,002;0,024;-0,002;-1,651;1,525
"manco";-1,305;-0,004;0,693;0;-0,038;0,268;-0,004
"kaiten";-0,469;-0,469;-0,538;8,343;0,828;-0,684;-0,469
"invitante";-0,795;3,259;-0,911;0,278;-0,911;0,012;0,209
"insieme";0,007;-1,132;-0,002;-1,051;1,1;0,539;0,007
"fila|filo";0,065;0,065;0,016;0,106;-1,103;-1,403;2,225
"elegante";-0,63;-0,63;-0,723;0,605;0,335;2,815;-0,63
"efficiente";1,084;-0,469;-0,538;-0,435;0,828;0,475;-0,469
"domicilio";-0,63;0,5;-0,723;-0,585;0,335;0,129;0,5
"diventare";-0,004;1,035;-0,038;0;-0,038;0,268;-1,305
"dentro";1,525;-1,132;1,1;-1,051;1,1;-0,076;-1,132
"concerto";-0,63;-0,63;-0,723;0,605;11,809;-0,919;-0,63
"comprendere";7,441;0,065;-1,103;2,548;-1,103;-1,403;-0,962
"complesso";1,525;-1,132;-1,298;0,024;4,594;-0,076;-1,132
"commensale";3,259;-0,795;-0,911;0,278;0,108;0,012;-0,795
"cassa";-0,962;-0,962;-1,103;0,106;6,15;-0,01;0,065
"brunch";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"bellissima";-0,63;-0,63;-0,723;-0,585;4,03;0,129;0,5
"autentico";0,209;-0,795;0,108;-0,738;-0,911;1,669;0,209
"aspetto";0,065;-0,962;-1,103;0,106;0,016;4,296;-0,962
"aspettativa";0,007;0,007;1,1;-1,051;-1,298;0,539;0,007
"ascoltare";0,5;-0,63;-0,723;0,605;4,03;-0,919;-0,63
"aria";-1,305;-1,305;0,693;-1,212;8,346;-1,904;1,035
"alzare";0,065;-0,962;-1,103;0,106;1,698;-0,01;0,065
"alice";-1,132;0,007;1,1;-1,051;-0,002;3,041;-1,132
"zuppa";-0,795;0,209;-0,911;0,278;8,386;-1,159;-0,795
"voto";0,209;-0,795;-0,911;-0,738;2,6;0,012;0,209
"trippa";4,876;0,5;-0,723;-0,585;-0,723;0,129;-0,63
"tortino";0,065;-0,962;-1,103;-0,893;0,016;4,296;0,065
"torno";1,084;-0,469;-0,538;1,242;-0,538;-0,684;1,084
"tonno";-1,132;0,007;-1,298;0,024;-0,002;7,581;-1,132
"spuntino";-0,469;-0,469;6,516;-0,435;-0,538;0,475;-0,469
"spettacolare";-0,469;1,084;6,516;-0,435;-0,538;-0,684;-0,469
"situare";0,5;-0,63;-0,723;14,929;-0,723;-0,919;-0,63
"sito";0,209;0,209;-0,911;0,278;2,6;-1,159;-0,795
"sedia";-0,63;-0,63;-0,723;-0,585;4,03;2,815;-0,63
"sconsigliare";-0,795;-0,795;-0,911;0,278;0,108;6,131;-0,795
"rivisitare";3,259;-0,795;2,6;-0,738;0,108;-1,159;-0,795
"ritardo";0,209;3,259;-0,911;-0,738;0,108;-1,159;0,209
"ricordo";4,876;0,5;-0,723;-0,585;0,335;-0,919;-0,63
"recensione";-0,63;-0,63;0,335;-0,585;0,335;-0,919;4,876
"raviolo";1,525;-1,132;-1,298;0,024;4,594;-0,076;-1,132
"pubblico";0,065;0,065;0,016;0,106;0,016;-0,01;-0,962
"prosciutto";0,065;0,065;1,698;-0,893;-1,103;0,974;-0,962
"presenza";0,209;-0,795;0,108;-0,738;2,6;0,012;-0,795
"preciso";0,065;-0,962;0,016;0,106;6,15;-1,403;-0,962
"pranzare";1,084;1,084;-0,538;-0,435;0,828;-0,684;-0,469
"piccante";1,084;-0,469;-0,538;1,242;-0,538;0,475;-0,469
"ovviamente";-0,795;0,209;0,108;-0,738;2,6;0,012;-0,795
"oliva";0,5;4,876;-0,723;-0,585;0,335;-0,919;-0,63
"nemmeno";0,209;0,209;-0,911;0,278;2,6;-1,159;-0,795
"naturale";0,065;-0,962;1,698;-0,893;-1,103;0,974;0,065
"movida";-0,795;-0,795;-0,911;10,883;0,108;-1,159;0,209
"messicano";-0,63;0,5;-0,723;0,605;4,03;-0,919;-0,63
"mesa|mese";0,007;1,525;-1,298;6,348;-0,002;-1,651;-1,132
"mattina|mattino";0,5;0,5;-0,723;-0,585;-0,723;-0,919;4,876
"margherita";-0,795;-0,795;8,386;-0,738;0,108;0,012;-0,795
"mare";7,441;-0,962;-1,103;-0,893;-1,103;4,296;-0,962
"lavorare";-0,795;3,259;0,108;0,278;-0,911;-1,159;0,209
"latino";-0,469;1,084;-0,538;1,242;0,828;-0,684;-0,469
"informale";2,225;0,065;1,698;-0,893;-1,103;-0,01;-0,962
"infine";1,525;-1,132;-0,002;-1,051;1,1;-1,651;1,525
"gran";-0,795;0,209;2,6;0,278;-0,911;0,012;-0,795
"grado";-0,795;-0,795;0,108;0,278;2,6;-1,159;0,209
"girare";2,225;0,065;-1,103;0,106;0,016;-1,403;0,065
"gestione";-0,962;-0,962;0,016;0,106;1,698;-1,403;2,225
"generoso";0,065;0,065;1,698;-0,893;0,016;-0,01;-0,962
"gambero";-0,63;-0,63;-0,723;0,605;0,335;2,815;-0,63
"fratello";0,065;0,065;0,016;0,106;1,698;-1,403;-0,962
"foto";1,084;1,084;0,828;-0,435;-0,538;-0,684;-0,469
"fornire";-0,63;-0,63;0,335;0,605;-0,723;0,129;0,5
"fisso";0,065;-0,962;-1,103;2,548;1,698;-0,01;-0,962
"filetto";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"fermo";0,209;0,209;-0,911;-0,738;2,6;-1,159;0,209
"elevato";3,259;-0,795;0,108;0,278;0,108;-1,159;-0,795
"consegnare";-0,962;2,225;-1,103;-0,893;0,016;-0,01;2,225
"comprare";-0,962;7,441;-1,103;0,106;-1,103;0,974;-0,962
"coccio";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"chiamare";-0,962;2,225;-1,103;-0,893;1,698;-1,403;2,225
"centro";-0,795;-0,795;0,108;0,278;0,108;0,012;0,209
"cece";0,209;0,209;-0,911;-0,738;0,108;1,669;-0,795
"caro";0,007;0,007;-0,002;0,024;1,1;-0,076;-1,132
"breve";-0,63;0,5;0,335;0,605;-0,723;0,129;-0,63
"bisognare";0,007;-1,132;-0,002;0,024;1,1;-0,076;0,007
"assurdo";-0,962;-0,962;-1,103;-0,893;6,15;0,974;0,065
"asportare";-0,962;-0,962;13,372;-0,893;0,016;-1,403;0,065
"arredare";-0,795;-0,795;0,108;0,278;8,386;-1,159;-0,795
"anzi";-1,132;-1,132;-0,002;-1,051;1,1;-0,076;5,686
"almeno";0,007;-1,132;-1,298;0,024;-0,002;7,581;-1,132
"aiutare";-0,962;-0,962;0,016;0,106;1,698;-1,403;2,225
"adorare";-0,962;2,225;0,016;0,106;0,016;-1,403;0,065
"abbacchio";34,026;-1,132;-1,298;-1,051;-1,298;-0,076;-1,132
"versione";-0,795;0,209;-0,911;-0,738;0,108;0,012;3,259
"usare";-0,795;0,209;-0,911;0,278;2,6;0,012;-0,795
"testaccio_che";0,5;0,5;-0,723;0,605;-0,723;-0,919;0,5
"temperatura";-0,795;-0,795;0,108;0,278;0,108;0,012;0,209
"sublime";0,209;-0,795;0,108;-0,738;-0,911;0,012;3,259
"street";1,084;7,657;-0,538;-0,435;-0,538;-0,684;-0,469
"stomaco";0,209;-0,795;2,6;-0,738;0,108;0,012;-0,795
"spettacolo";3,259;-0,795;0,108;0,278;0,108;-1,159;-0,795
"sorriso";-0,795;-0,795;0,108;0,278;0,108;0,012;0,209
"scorso";-0,795;3,259;-0,911;-0,738;0,108;0,012;0,209
"scontrino";-0,63;0,5;-0,723;0,605;0,335;0,129;-0,63
"sashimi";-0,795;-0,795;-0,911;21,949;0,108;-1,159;-0,795
"rucola";-0,962;0,065;0,016;-0,893;0,016;4,296;-0,962
"roll";-0,469;1,084;-0,538;-0,435;0,828;-0,684;1,084
"richiedere";2,225;0,065;-1,103;0,106;1,698;-1,403;-0,962
"ricercare";-0,63;0,5;-0,723;-0,585;4,03;0,129;-0,63
"restare";-0,962;2,225;1,698;-0,893;0,016;-0,01;-0,962
"respirare";-0,469;-0,469;6,516;-0,435;0,828;-0,684;-0,469
"puntarelle";4,876;-0,63;0,335;-0,585;-0,723;0,129;-0,63
"programma";0,209;0,209;-0,911;-0,738;8,386;-1,159;-0,795
"praticamente";0,5;-0,63;-0,723;0,605;0,335;-0,919;0,5
"porta";3,259;0,209;-0,911;-0,738;-0,911;0,012;0,209
"popolare";-0,63;-0,63;4,03;0,605;0,335;-0,919;-0,63
"pesante";2,225;-0,962;0,016;0,106;-1,103;-0,01;0,065
"passeggiata";-0,795;9,945;-0,911;-0,738;0,108;-1,159;0,209
"parmigiano";-0,469;-0,469;6,516;-0,435;0,828;-0,684;-0,469
"parecchio";-0,962;2,225;0,016;0,106;0,016;-0,01;-0,962
"ordinazione";-0,63;-0,63;0,335;-0,585;4,03;0,129;-0,63
"oltre_che";-0,795;0,209;2,6;0,278;-0,911;0,012;-0,795
"morbido";3,259;-0,795;2,6;-0,738;-0,911;0,012;-0,795
"momento";-0,795;0,209;2,6;-0,738;-0,911;1,669;-0,795
"minimo";0,065;-0,962;-1,103;0,106;1,698;-0,01;0,065
"matriciana";9,945;-0,795;-0,911;-0,738;-0,911;1,669;-0,795
"marito";-0,469;1,084;0,828;1,242;-0,538;-0,684;-0,469
"luce";0,065;-0,962;-1,103;0,106;0,016;4,296;-0,962
"linea";0,209;0,209;0,108;-0,738;2,6;-1,159;-0,795
"lento";0,209;-0,795;-0,911;10,883;-0,911;0,012;-0,795
"insapore|insaporo";4,876;-0,63;-0,723;-0,585;-0,723;-0,919;4,876
"ingresso";-0,795;-0,795;-0,911;0,278;2,6;1,669;-0,795
"indicare";3,259;-0,795;0,108;0,278;-0,911;0,012;-0,795
"impressione";-0,795;3,259;-0,911;-0,738;0,108;1,669;-0,795
"importante";0,065;-0,962;-1,103;8,22;-1,103;0,974;-0,962
"gastronomia";-0,63;0,5;4,03;-0,585;0,335;-0,919;-0,63
"fork";-0,469;-0,469;-0,538;-0,435;0,828;4,861;-0,469
"festeggiare";0,065;-0,962;-1,103;0,106;1,698;-0,01;0,065
"favore";-0,962;-0,962;-1,103;0,106;1,698;0,974;0,065
"fantasia";4,876;-0,63;-0,723;-0,585;0,335;0,129;-0,63
"esagerare";-0,962;-0,962;-1,103;-0,893;1,698;0,974;2,225
"entrata";0,209;-0,795;-0,911;3,659;-0,911;1,669;-0,795
"educare";-0,795;-0,795;2,6;-0,738;-0,911;1,669;0,209
"disposizione";-0,795;0,209;0,108;-0,738;0,108;1,669;-0,795
"dispiacere";1,084;-0,469;-0,538;-0,435;0,828;-0,684;1,084
"dimensione";-0,795;-0,795;2,6;0,278;0,108;0,012;-0,795
"dettaglio";-0,63;-0,63;-0,723;-0,585;0,335;2,815;0,5
"cuocere";-0,962;0,065;6,15;-0,893;-1,103;0,974;-0,962
"crostata";4,876;-0,63;0,335;-0,585;-0,723;-0,919;0,5
"crocchetta";0,5;13,759;-0,723;-0,585;-0,723;-0,919;-0,63
"crepes";-0,469;-0,469;-0,538;1,242;-0,538;-0,684;7,657
"cotto";2,225;-0,962;0,016;-0,893;1,698;-0,01;-0,962
"corso";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"confermare";3,259;0,209;-0,911;3,659;-0,911;-1,159;-0,795
"conferma";0,209;-0,795;0,108;0,278;0,108;0,012;-0,795
"comporre";-0,795;0,209;-0,911;0,278;0,108;0,012;0,209
"colpire";-0,63;-0,63;-0,723;-0,585;0,335;2,815;0,5
"cinema";-0,469;-0,469;0,828;-0,435;0,828;0,475;-0,469
"chef";9,945;-0,795;-0,911;-0,738;-0,911;1,669;-0,795
"bravissimi";0,209;0,209;-0,911;0,278;0,108;-1,159;0,209
"arredo";3,259;-0,795;-0,911;-0,738;8,386;-1,159;-0,795
"arredamento";-0,795;0,209;-0,911;-0,738;2,6;1,669;-0,795
"aperto";0,5;0,5;0,335;-0,585;-0,723;-0,919;0,5
"americano";-0,795;0,209;-0,911;-0,738;17,468;-1,159;-0,795
"alternativo";-0,795;-0,795;17,468;0,278;-0,911;-1,159;-0,795
"accettabile";-0,63;-0,63;-0,723;5,386;0,335;0,129;-0,63
"zabaione";-0,795;-0,795;-0,911;-0,738;-0,911;0,012;20,268
"venerdì";0,209;0,209;-0,911;-0,738;8,386;-1,159;-0,795
"vegan";-0,469;1,084;0,828;-0,435;-0,538;-0,684;1,084
"vaio";-0,63;0,5;-0,723;0,605;4,03;-0,919;-0,63
"tripadvisor";-0,469;-0,469;0,828;-0,435;-0,538;0,475;1,084
"trattato";-0,63;-0,63;-0,723;5,386;0,335;0,129;-0,63
"tra_cui";1,084;-0,469;0,828;-0,435;-0,538;0,475;-0,469
"tipicamente";7,657;-0,469;-0,538;-0,435;-0,538;-0,684;1,084
"tiepido";-0,63;-0,63;-0,723;-0,585;4,03;2,815;-0,63
"testa";3,259;-0,795;0,108;-0,738;2,6;-1,159;-0,795
"tavolino";-0,469;1,084;-0,538;-0,435;6,516;-0,684;-0,469
"tardo";-0,469;-0,469;0,828;-0,435;6,516;-0,684;-0,469
"tacos";-0,469;1,084;-0,538;-0,435;6,516;-0,684;-0,469
"superbo";-0,63;-0,63;0,335;-0,585;-0,723;2,815;0,5
"sufficiente";4,876;-0,63;-0,723;-0,585;-0,723;0,129;0,5
"storia";0,209;-0,795;-0,911;0,278;0,108;1,669;-0,795
"sommare";-0,795;0,209;-0,911;3,659;0,108;0,012;-0,795
"sollecitare";-0,63;-0,63;-0,723;-0,585;0,335;8,977;-0,63
"semplicemente";-0,63;0,5;-0,723;-0,585;0,335;2,815;-0,63
"selezione";-0,469;1,084;-0,538;-0,435;-0,538;4,861;-0,469
"sbaglio";0,209;0,209;-0,911;0,278;2,6;-1,159;-0,795
"sano";0,5;13,759;-0,723;-0,585;-0,723;-0,919;-0,63
"salvare";-0,795;0,209;-0,911;-0,738;8,386;0,012;-0,795
"sala|sale";0,5;-0,63;-0,723;0,605;0,335;0,129;-0,63
"rovinare";-0,63;-0,63;-0,723;0,605;4,03;0,129;-0,63
"rivedere";0,209;-0,795;0,108;-0,738;2,6;0,012;-0,795
"risultato";0,209;-0,795;-0,911;0,278;0,108;0,012;0,209
"ristorazione";4,876;0,5;-0,723;-0,585;0,335;-0,919;-0,63
"rispecchiare";-0,63;-0,63;-0,723;0,605;0,335;2,815;-0,63
"riservare";0,5;0,5;-0,723;-0,585;0,335;0,129;-0,63
"ricetta";-0,795;0,209;-0,911;0,278;2,6;0,012;-0,795
