"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"sito";0,118;1,178;-1,012;1,765;0,118;-1,225;-1,012
"sedia";-0,876;-1,299;2,016;1,765;0,118;-1,225;0,043
"ritardo";-0,876;1,178;0,043;-1,081;0,118;0,001;0,043
"ricordo";2,632;-1,299;-1,012;0,021;0,118;0,001;0,043
"raviolo";1,859;-1,528;0,001;4,733;0,03;-1,441;-1,19
"pubblico";3,763;0,032;-0,836;2,684;-0,724;-1,012;-0,836
"prosciutto";2,632;-0,001;-1,012;-1,081;-0,876;5,274;-1,012
"presenza";0,296;-1,073;2,999;0,12;-0,724;-1,012;0,167
"preciso";-0,724;1,935;-0,836;8,586;-0,724;-1,012;-0,836
"oliva";-0,574;-0,851;-0,663;0,356;0,633;3,457;-0,663
"naturale";0,296;0,032;0,167;0,12;-0,724;0,054;-0,836
"messicano";-0,427;0,574;7,21;-0,527;-0,427;-0,597;-0,493
"mesa|mese";-0,724;-1,073;-0,836;2,684;0,296;2,157;-0,836
"mattina|mattino";0,633;-0,851;-0,663;-0,709;-0,574;0,232;4,543
"margherita";0,03;-1,528;-1,19;-1,272;-1,031;16,591;0,001
"mare";24,321;-1,528;-1,19;-1,272;1,859;-1,441;-1,19
"latino";-0,427;0,574;0,983;0,861;-0,427;-0,597;-0,493
"informale";3,763;-1,073;2,999;-0,893;-0,724;0,054;-0,836
"grado";-0,574;0,183;0,434;0,356;-0,574;-0,803;0,434
"gestione";-0,876;-1,299;0,043;0,021;0,118;0,001;2,016
"generoso";0,03;0,693;0,001;-0,001;0,03;-0,021;-1,19
"gambero";5,518;-0,851;-0,663;0,356;0,633;-0,803;-0,663
"fratello";0,03;0,693;1,356;-0,001;-1,031;-0,021;-1,19
"foto";-0,724;0,032;-0,836;-0,893;0,296;0,054;2,999
"fisso";-0,876;-1,299;14,789;0,021;0,118;-1,225;-1,012
"filetto";-0,724;-1,073;-0,836;-0,893;0,296;15,551;-0,836
"fermo";0,118;1,178;-1,012;1,765;-0,876;-1,225;0,043
"elevato";0,118;-0,001;0,043;-1,081;0,118;0,001;0,043
"coccio";-0,427;-0,633;7,21;-0,527;1,283;-0,597;-0,493
"centro";-0,876;-0,001;2,016;0,021;-0,876;0,001;0,043
"cece";0,296;0,032;2,999;-0,893;-0,724;-1,012;0,167
"caro";3,763;-1,073;2,999;0,12;-0,724;-1,012;-0,836
"breve";-0,574;3,166;0,434;-0,709;-0,574;0,232;-0,663
"assurdo";0,03;-1,528;-1,19;4,733;1,859;-1,441;0,001
"abbacchio";37,466;-1,528;-1,19;-1,272;0,03;-1,441;-1,19
"versione";-0,574;0,183;-0,663;4,139;-0,574;0,232;-0,663
"temperatura";0,296;-1,073;0,167;0,12;0,296;-1,012;0,167
"tavola|tavolo";-0,427;-0,633;0,983;0,861;-0,427;0,658;-0,493
"sublime";3,763;-1,073;-0,836;-0,893;-0,724;0,054;2,999
"stomaco";-0,724;0,032;0,167;0,12;-0,724;0,054;0,167
"spettacolo";0,296;-1,073;0,167;0,12;0,296;0,054;-0,836
"sorriso";0,296;0,032;0,167;0,12;-0,724;0,054;-0,836
"siciliano";1,283;-0,633;-0,493;-0,527;1,283;-0,597;0,983
"scorso";-0,876;-0,001;0,043;-1,081;-0,876;1,35;2,016
"scontrino";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"programma";-0,574;0,183;0,434;4,139;-0,574;-0,803;-0,663
"porta";8,419;-0,001;-1,012;-1,081;-0,876;-1,225;2,016
"popolare";-0,724;0,032;2,999;-0,893;0,296;0,054;-0,836
"pesante";-0,724;-1,073;-0,836;0,12;3,763;0,054;0,167
"pasticcino";-0,574;-0,851;-0,663;-0,709;-0,574;-0,803;25,78
"passeggiata";-0,724;1,935;-0,836;-0,893;-0,724;0,054;2,999
"parmigiano";-0,574;0,183;-0,663;0,356;-0,574;3,457;-0,663
"parecchio";-0,876;1,178;0,043;1,765;-0,876;0,001;-1,012
"ordinazione";-0,574;-0,851;-0,663;4,139;0,633;0,232;-0,663
"morbido";5,518;0,183;-0,663;-0,709;-0,574;0,232;-0,663
"momento";0,118;4,83;-1,012;-1,081;0,118;0,001;-1,012
"minimo";0,118;-1,299;-1,012;6,315;0,118;-1,225;0,043
"marito";-0,574;-0,851;-0,663;-0,709;-0,574;3,457;4,543
"luce";11,123;-1,073;-0,836;2,684;-0,724;-1,012;-0,836
"linea";-0,724;-1,073;-0,836;2,684;0,296;2,157;-0,836
"insapore|insaporo";0,296;-1,073;0,167;-0,893;0,296;-1,012;2,999
"ingresso";-0,724;0,032;2,999;2,684;-0,724;-1,012;-0,836
"impressione";0,633;0,183;4,543;-0,709;-0,574;-0,803;-0,663
"importante";0,633;-0,851;-0,663;0,356;5,518;-0,803;-0,663
"gastronomia";-0,724;0,032;0,167;-0,893;-0,724;2,157;0,167
"favore";0,118;-1,299;-1,012;13,67;-0,876;0,001;-1,012
"fantasia";11,123;0,032;-0,836;0,12;-0,724;-1,012;-0,836
"entrata";-0,724;-1,073;0,167;-0,893;3,763;-1,012;2,999
"disposizione";0,118;1,178;-1,012;0,021;0,118;0,001;-1,012
"dimensione";-0,724;-1,073;0,167;0,12;-0,724;7,323;-0,836
"dettaglio";3,763;-1,073;-0,836;0,12;-0,724;-1,012;2,999
"crostata";3,763;-1,073;-0,836;-0,893;0,296;0,054;0,167
"crocchetta";-0,574;0,183;0,434;-0,709;0,633;0,232;-0,663
"cotto";2,632;-1,299;2,016;0,021;-0,876;0,001;-1,012
"corso";-0,427;-0,633;0,983;-0,527;1,283;0,658;-0,493
"conferma";8,419;-1,299;-1,012;1,765;0,118;-1,225;-1,012
"cinema";-0,574;0,183;-0,663;4,139;-0,574;0,232;-0,663
"chef";8,419;-1,299;0,043;-1,081;2,632;-1,225;-1,012
"arredo";-0,876;-1,299;2,016;1,765;2,632;-1,225;-1,012
"arredamento";-0,876;-0,001;2,016;1,765;0,118;-1,225;-1,012
"aperto";0,118;-0,001;-1,012;-1,081;0,118;0,001;2,016
"americano";-0,724;0,032;0,167;8,586;-0,724;-1,012;-0,836
"alternativo";0,118;-0,001;-1,012;0,021;-0,876;1,35;0,043
"accettabile";-0,574;0,183;-0,663;4,139;-0,574;-0,803;0,434
"zabaione";0,296;-1,073;-0,836;0,12;-0,724;-1,012;9,331
"venerdì";0,296;0,032;-0,836;8,586;-0,724;-1,012;-0,836
"trattato";-0,574;-0,851;-0,663;4,139;0,633;-0,803;0,434
"tipicamente";0,633;-0,851;-0,663;-0,709;5,518;-0,803;0,434
"tiepido";0,633;-0,851;0,434;4,139;-0,574;-0,803;-0,663
"testa";3,763;-1,073;0,167;-0,893;-0,724;2,157;-0,836
"tavolino";-0,427;0,574;-0,493;6,664;-0,427;-0,597;-0,493
"tardo";-0,574;-0,851;-0,663;4,139;0,633;0,232;-0,663
"superbo";0,633;-0,851;-0,663;-0,709;0,633;0,232;0,434
"sufficiente";0,633;-0,851;-0,663;0,356;0,633;-0,803;0,434
"storia";0,296;-1,073;0,167;-0,893;3,763;-1,012;0,167
"spiegazione";-0,427;0,574;-0,493;6,664;-0,427;-0,597;-0,493
"spazioso";-0,574;0,183;-0,663;0,356;0,633;-0,803;0,434
"spartano";3,763;0,032;-0,836;-0,893;3,763;-1,012;-0,836
"selezione";0,296;0,032;0,167;-0,893;-0,724;0,054;0,167
"sbaglio";-0,724;0,032;-0,836;2,684;0,296;-1,012;0,167
"sano";0,633;3,166;0,434;-0,709;-0,574;-0,803;-0,663
"sala|sale";-0,724;-1,073;-0,836;2,684;11,123;-1,012;-0,836
"risultato";0,296;-1,073;-0,836;2,684;0,296;-1,012;0,167
"ristorazione";3,763;0,032;-0,836;0,12;0,296;-1,012;-0,836
"ricetta";0,633;-0,851;4,543;-0,709;-0,574;0,232;-0,663
"realtà";-0,574;-0,851;-0,663;4,139;-0,574;3,457;-0,663
"radicchio";0,296;-1,073;-0,836;-0,893;11,123;-1,012;0,167
"presentazione";-0,574;-0,851;4,543;0,356;0,633;-0,803;-0,663
"precedente";-0,574;-0,851;0,434;0,356;0,633;-0,803;0,434
"pomeriggio";-0,724;0,032;0,167;0,12;-0,724;-1,012;2,999
"plastica";0,633;0,183;0,434;-0,709;0,633;-0,803;-0,663
"piede";0,296;0,032;-0,836;0,12;-0,724;0,054;0,167
"perfettamente";-0,724;1,935;-0,836;-0,893;0,296;0,054;0,167
"pazzesco";3,763;0,032;2,999;-0,893;-0,724;-1,012;-0,836
"parere";1,283;-0,633;0,983;0,861;-0,427;-0,597;-0,493
"parcheggio";-0,724;-1,073;2,999;8,586;-0,724;-1,012;-0,836
"paio";0,633;0,183;-0,663;-0,709;0,633;0,232;-0,663
"orario";-0,427;5,342;-0,493;0,861;-0,427;-0,597;-0,493
"negozio";-0,724;0,032;0,167;-0,893;-0,724;7,323;-0,836
"musicista";-0,427;-0,633;7,21;0,861;-0,427;-0,597;-0,493
"metro";-0,574;-0,851;-0,663;4,139;0,633;0,232;-0,663
"mattatoio";0,633;-0,851;0,434;-0,709;5,518;-0,803;-0,663
"mano";-0,427;-0,633;0,983;-0,527;1,283;0,658;-0,493
"maleducato";0,633;-0,851;-0,663;0,356;-0,574;-0,803;4,543
"limone";0,633;0,183;0,434;-0,709;-0,574;-0,803;0,434
"lavoratore";-0,574;0,183;-0,663;-0,709;-0,574;3,457;0,434
"impossibile";0,296;-1,073;2,999;0,12;-0,724;0,054;-0,836
"gratis";-0,574;0,183;-0,663;0,356;-0,574;-0,803;4,543
"fetta";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"felice";0,633;0,183;-0,663;-0,709;-0,574;0,232;0,434
"favoloso";0,296;0,032;-0,836;-0,893;-0,724;2,157;0,167
"disponibilità";-0,427;-0,633;0,983;6,664;-0,427;-0,597;-0,493
"dessert";5,518;-0,851;0,434;-0,709;0,633;-0,803;-0,663
"cotoletta";0,633;-0,851;-0,663;0,356;0,633;-0,803;0,434
"contenuto";0,633;-0,851;-0,663;-0,709;0,633;0,232;0,434
"comune";-0,427;0,574;0,983;-0,527;-0,427;-0,597;0,983
"colore";-0,574;-0,851;0,434;0,356;-0,574;-0,803;4,543
"cipolla";-0,427;0,574;-0,493;-0,527;1,283;0,658;-0,493
"centrifugo";-0,574;3,166;0,434;-0,709;-0,574;-0,803;0,434
"cattivo";0,633;-0,851;4,543;-0,709;-0,574;-0,803;0,434
"bufalo";0,296;0,032;-0,836;-0,893;0,296;2,157;-0,836
"bisogno";3,763;0,032;-0,836;-0,893;-0,724;0,054;0,167
"banale";0,296;0,032;0,167;0,12;-0,724;-1,012;0,167
"appetito";0,296;-1,073;0,167;0,12;0,296;0,054;-0,836
"antico";0,296;0,032;-0,836;0,12;-0,724;0,054;0,167
"altissimo";1,283;-0,633;0,983;-0,527;1,283;-0,597;-0,493
"agio";-0,574;0,183;4,543;-0,709;-0,574;0,232;-0,663
"affettato";1,283;5,342;-0,493;-0,527;-0,427;-0,597;-0,493
"adatto";-0,574;-0,851;0,434;4,139;0,633;-0,803;-0,663
"acquisto";-0,574;0,183;-0,663;-0,709;-0,574;-0,803;12,992
"visciola";1,283;-0,633;-0,493;-0,527;1,283;-0,597;0,983
"vicinanza";-0,427;0,574;-0,493;-0,527;-0,427;0,658;0,983
"viaggio";0,633;3,166;-0,663;-0,709;0,633;-0,803;-0,663
"velocità";-0,574;0,183;-0,663;4,139;0,633;-0,803;-0,663
"velocemente";1,283;-0,633;0,983;-0,527;-0,427;-0,597;0,983
"valido";-0,427;0,574;0,983;0,861;-0,427;-0,597;-0,493
"titolo";1,283;0,574;0,983;-0,527;-0,427;-0,597;-0,493
"terzo";-0,427;-0,633;-0,493;6,664;1,283;-0,597;-0,493
"telefono";-0,574;0,183;-0,663;-0,709;15,23;-0,803;-0,663
"supermercato";1,283;5,342;-0,493;-0,527;-0,427;-0,597;-0,493
"suggerimento";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"struttura";0,633;-0,851;4,543;-0,709;-0,574;0,232;-0,663
"stazione";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"sporco";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"sottofondo";0,633;-0,851;12,992;-0,709;-0,574;-0,803;-0,663
"soluzione";-0,427;-0,633;-0,493;6,664;-0,427;0,658;-0,493
"soldo";-0,574;-0,851;4,543;0,356;0,633;-0,803;-0,663
"sinceramente";-0,427;-0,633;-0,493;-0,527;-0,427;0,658;7,21
"sgabello";-0,574;3,166;-0,663;-0,709;-0,574;3,457;-0,663
"seguito";-0,574;0,183;-0,663;4,139;0,633;-0,803;-0,663
"segno";8,521;-0,633;-0,493;0,861;-0,427;-0,597;-0,493
"sconto";0,633;-0,851;0,434;4,139;-0,574;-0,803;-0,663
"sbrigativo";-0,427;0,574;-0,493;-0,527;8,521;-0,597;-0,493
"salvo";-0,574;-0,851;-0,663;0,356;-0,574;0,232;4,543
"salto";-0,427;0,574;-0,493;-0,527;1,283;-0,597;0,983
"rumoroso";-0,427;0,574;0,983;-0,527;-0,427;0,658;-0,493
"ripassata";-0,427;-0,633;-0,493;-0,527;8,521;0,658;-0,493
"puntuale";8,521;-0,633;-0,493;-0,527;-0,427;-0,597;0,983
"pulito";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"principale";0,633;-0,851;-0,663;12,06;-0,574;-0,803;-0,663
"posizione";5,518;-0,851;-0,663;4,139;-0,574;-0,803;-0,663
"porcino";8,521;-0,633;-0,493;-0,527;-0,427;0,658;-0,493
"pera";1,283;-0,633;7,21;-0,527;-0,427;-0,597;-0,493
"passione";-0,427;5,342;-0,493;-0,527;-0,427;0,658;-0,493
"passabile";-0,574;-0,851;0,434;0,356;5,518;-0,803;-0,663
"partita";-0,574;-0,851;0,434;-0,709;0,633;0,232;0,434
"parete";-0,574;0,183;0,434;0,356;0,633;-0,803;-0,663
"occhio";-0,574;0,183;0,434;-0,709;-0,574;0,232;0,434
"nero";0,633;0,183;0,434;-0,709;0,633;-0,803;-0,663
"negativo";-0,427;-0,633;0,983;0,861;1,283;-0,597;-0,493
"modesto";8,521;-0,633;0,983;-0,527;-0,427;-0,597;-0,493
"mignon";-0,574;-0,851;-0,663;-0,709;-0,574;0,232;12,992
"meraviglioso";0,633;-0,851;0,434;-0,709;-0,574;3,457;-0,663
"menta";1,283;-0,633;0,983;-0,527;1,283;-0,597;-0,493
"maritozzo";-0,574;-0,851;-0,663;0,356;-0,574;-0,803;12,992
"mani|mano";-0,427;0,574;-0,493;0,861;-0,427;-0,597;0,983
"lontano";-0,574;-0,851;4,543;-0,709;-0,574;3,457;-0,663
"limitato";0,633;-0,851;-0,663;0,356;0,633;0,232;-0,663
"libero";-0,427;-0,633;-0,493;0,861;1,283;0,658;-0,493
"legno";-0,574;-0,851;12,992;0,356;-0,574;-0,803;-0,663
"legna";0,633;0,183;-0,663;-0,709;0,633;0,232;-0,663
"latta|latte";-0,427;0,574;-0,493;-0,527;-0,427;-0,597;7,21
"largo";0,633;0,183;-0,663;0,356;-0,574;-0,803;0,434
"intero";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"insipido";0,633;-0,851;0,434;-0,709;0,633;-0,803;0,434
"innovativo";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"grana";-0,427;-0,633;-0,493;0,861;-0,427;5,738;-0,493
"giudizio";0,633;-0,851;-0,663;0,356;0,633;0,232;-0,663
"giudeo";22,14;-0,633;-0,493;-0,527;-0,427;-0,597;-0,493
"giornata";-0,574;3,166;-0,663;-0,709;0,633;-0,803;0,434
"genere";5,518;-0,851;-0,663;-0,709;0,633;0,232;-0,663
"fretta";8,521;-0,633;-0,493;-0,527;1,283;-0,597;-0,493
"freschezza";-0,574;3,166;-0,663;0,356;-0,574;-0,803;0,434
"forma";5,518;0,183;-0,663;-0,709;-0,574;-0,803;0,434
"filo";1,283;-0,633;0,983;0,861;-0,427;-0,597;-0,493
"fettuccina";22,14;-0,633;-0,493;-0,527;-0,427;-0,597;-0,493
"evento";0,633;-0,851;0,434;4,139;-0,574;-0,803;-0,663
"estremamente";-0,574;-0,851;0,434;0,356;-0,574;3,457;-0,663
"essenziale";0,633;0,183;0,434;-0,709;-0,574;0,232;-0,663
"enorme";-0,574;-0,851;-0,663;0,356;0,633;3,457;-0,663
"duro";0,633;-0,851;0,434;0,356;-0,574;-0,803;0,434
"direttore";-0,574;-0,851;-0,663;24,118;-0,574;-0,803;-0,663
"digeribile";-0,427;-0,633;-0,493;-0,527;-0,427;15,836;-0,493
"delusione";5,518;-0,851;-0,663;0,356;0,633;-0,803;-0,663
"culinario";1,283;-0,633;0,983;0,861;-0,427;-0,597;-0,493
"crostino";1,283;-0,633;-0,493;-0,527;-0,427;0,658;0,983
"creativo";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"consistenza";-0,427;5,342;-0,493;0,861;-0,427;-0,597;-0,493
"competenza";0,633;0,183;-0,663;4,139;-0,574;-0,803;-0,663
"competente";5,518;-0,851;0,434;0,356;-0,574;-0,803;-0,663
"compagno";-0,427;-0,633;-0,493;6,664;-0,427;0,658;-0,493
"comodo";-0,427;-0,633;-0,493;0,861;-0,427;0,658;0,983
"caratteristico";0,633;0,183;-0,663;-0,709;5,518;-0,803;-0,663
"calma";1,283;-0,633;0,983;-0,527;-0,427;-0,597;0,983
"caffetteria";-0,427;-0,633;0,983;0,861;-0,427;-0,597;0,983
"bucatino";0,633;-0,851;0,434;-0,709;5,518;-0,803;-0,663
"box";-0,574;3,166;-0,663;-0,709;-0,574;0,232;0,434
"bocca";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"biologico";-0,427;5,342;0,983;-0,527;-0,427;-0,597;-0,493
"bimbo";1,283;-0,633;-0,493;-0,527;1,283;0,658;-0,493
"benvenuto";15,23;-0,851;-0,663;-0,709;0,633;-0,803;-0,663
"avocado";-0,574;3,166;0,434;0,356;-0,574;-0,803;-0,663
"arte";0,633;0,183;0,434;-0,709;0,633;-0,803;-0,663
"alimento";5,518;-0,851;0,434;-0,709;-0,574;0,232;-0,663
"abbinamento";0,633;-0,851;-0,663;-0,709;0,633;0,232;0,434
"zucchina";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"zucchero";-0,427;-0,633;-0,493;-0,527;-0,427;-0,597;19,174
"vittoria";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"viola";1,283;0,574;-0,493;-0,527;1,283;-0,597;-0,493
"verde";-0,427;-0,633;0,983;-0,527;-0,427;0,658;0,983
"verace";1,283;-0,633;-0,493;-0,527;-0,427;5,738;-0,493
"vendita";-0,427;0,574;0,983;-0,527;-0,427;-0,597;0,983
"variegato";1,283;-0,633;-0,493;-0,527;1,283;-0,597;0,983
"variante";1,283;5,342;-0,493;-0,527;-0,427;-0,597;-0,493
"urlo";-0,427;-0,633;-0,493;-0,527;1,283;-0,597;7,21
"umido";-0,427;-0,633;0,983;0,861;1,283;-0,597;-0,493
"tessera";-0,427;-0,633;0,983;0,861;1,283;-0,597;-0,493
"terrazza|terrazzo";1,283;-0,633;0,983;0,861;-0,427;-0,597;-0,493
"tendenza";1,283;-0,633;-0,493;6,664;-0,427;-0,597;-0,493
"tappa";-0,427;-0,633;0,983;-0,527;-0,427;-0,597;7,21
"tantino";1,283;-0,633;0,983;0,861;-0,427;-0,597;-0,493
"svariato";-0,427;14,936;-0,493;-0,527;-0,427;-0,597;-0,493
"surgelato";-0,427;-0,633;-0,493;0,861;-0,427;0,658;0,983
"strapieno";-0,427;-0,633;-0,493;-0,527;8,521;0,658;-0,493
"strano";-0,427;0,574;7,21;-0,527;-0,427;-0,597;-0,493
"stagione";-0,427;0,574;-0,493;0,861;1,283;-0,597;-0,493
"spesa";-0,427;0,574;0,983;-0,527;-0,427;-0,597;0,983
"sosta";-0,427;5,342;-0,493;-0,527;-0,427;0,658;-0,493
"sollecito";1,283;-0,633;0,983;0,861;-0,427;-0,597;-0,493
"sincero";1,283;0,574;0,983;-0,527;-0,427;-0,597;-0,493
"sgradevole";-0,427;-0,633;7,21;-0,527;-0,427;-0,597;0,983
"senso";-0,427;5,342;0,983;-0,527;-0,427;-0,597;-0,493
"semplicità";1,283;-0,633;-0,493;-0,527;-0,427;5,738;-0,493
"seme";-0,427;0,574;-0,493;0,861;-0,427;0,658;-0,493
"seduta";-0,427;-0,633;-0,493;0,861;-0,427;0,658;0,983
"scortesia";-0,427;-0,633;-0,493;6,664;-0,427;-0,597;0,983
"scortese";8,521;-0,633;-0,493;0,861;-0,427;-0,597;-0,493
"scomodo";-0,427;-0,633;-0,493;6,664;-0,427;0,658;-0,493
"saluto";-0,427;0,574;-0,493;-0,527;1,283;-0,597;0,983
"romantico";-0,427;-0,633;-0,493;6,664;-0,427;-0,597;0,983
"roba";-0,427;0,574;-0,493;-0,527;-0,427;0,658;0,983
"ristoro";-0,427;14,936;-0,493;-0,527;-0,427;-0,597;-0,493
"ristoratore";-0,427;-0,633;-0,493;-0,527;8,521;-0,597;0,983
"recente";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"raramente";1,283;-0,633;-0,493;6,664;-0,427;-0,597;-0,493
"piramide";-0,427;-0,633;-0,493;0,861;8,521;-0,597;-0,493
"pienamente";-0,427;-0,633;0,983;-0,527;1,283;0,658;-0,493
"piacimento";-0,427;14,936;-0,493;-0,527;-0,427;-0,597;-0,493
"petto";-0,427;-0,633;-0,493;-0,527;8,521;-0,597;0,983
"perplesso";-0,427;0,574;0,983;-0,527;1,283;-0,597;-0,493
"peggiore";1,283;-0,633;-0,493;0,861;-0,427;-0,597;0,983
"pagamento";-0,427;5,342;0,983;-0,527;-0,427;-0,597;-0,493
"oro";1,283;0,574;-0,493;0,861;-0,427;-0,597;-0,493
"ombra";-0,427;-0,633;0,983;-0,527;1,283;0,658;-0,493
"numero";-0,427;-0,633;-0,493;0,861;1,283;0,658;-0,493
"notturno";-0,427;-0,633;0,983;-0,527;-0,427;5,738;-0,493
"nonna|nonno";-0,427;-0,633;-0,493;-0,527;-0,427;0,658;7,21
"noce";-0,427;0,574;0,983;-0,527;-0,427;-0,597;0,983
"nocciola";-0,427;-0,633;-0,493;-0,527;1,283;-0,597;7,21
"nipote";-0,427;-0,633;0,983;-0,527;-0,427;0,658;0,983
"muro";-0,427;-0,633;0,983;0,861;1,283;-0,597;-0,493
"motivo";-0,427;-0,633;-0,493;-0,527;8,521;-0,597;0,983
"morale";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"mondo";-0,427;0,574;7,21;-0,527;-0,427;-0,597;-0,493
"moda";-0,427;-0,633;0,983;-0,527;1,283;0,658;-0,493
"mezza|mezzo";-0,427;0,574;-0,493;0,861;-0,427;0,658;-0,493
"mancanza";1,283;-0,633;-0,493;0,861;-0,427;0,658;-0,493
"lievitazione";-0,427;0,574;-0,493;-0,527;-0,427;5,738;-0,493
"inutile";1,283;0,574;-0,493;-0,527;-0,427;-0,597;0,983
"inglese";1,283;-0,633;-0,493;0,861;1,283;-0,597;-0,493
"immangiabile";1,283;-0,633;-0,493;0,861;-0,427;0,658;-0,493
"hotel";1,283;0,574;-0,493;-0,527;-0,427;0,658;-0,493
"garanzia";-0,427;-0,633;0,983;0,861;1,283;-0,597;-0,493
"frutto";1,283;-0,633;-0,493;0,861;1,283;-0,597;-0,493
"frequentatore";-0,427;0,574;0,983;-0,527;1,283;-0,597;-0,493
"fragola";-0,427;5,342;-0,493;-0,527;-0,427;-0,597;0,983
"fondente";1,283;-0,633;-0,493;-0,527;-0,427;-0,597;7,21
"fermata|fermato";1,283;-0,633;-0,493;-0,527;-0,427;5,738;-0,493
"favola";1,283;-0,633;0,983;-0,527;1,283;-0,597;-0,493
"fame";-0,427;-0,633;7,21;-0,527;1,283;-0,597;-0,493
"fagiolo";1,283;-0,633;-0,493;-0,527;1,283;-0,597;0,983
"faccia";-0,427;0,574;-0,493;0,861;-0,427;-0,597;0,983
"esclusivamente";-0,427;0,574;-0,493;6,664;-0,427;-0,597;-0,493
"dubbio";1,283;-0,633;0,983;-0,527;-0,427;-0,597;0,983
"domanda";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"diretto";-0,427;-0,633;0,983;0,861;-0,427;0,658;-0,493
"direttamente";-0,427;0,574;-0,493;0,861;-0,427;0,658;-0,493
"differenza";1,283;0,574;-0,493;-0,527;-0,427;-0,597;0,983
"delicato";1,283;-0,633;0,983;-0,527;-0,427;0,658;-0,493
"critica";1,283;-0,633;-0,493;0,861;-0,427;-0,597;0,983
"crema|creme";-0,427;-0,633;-0,493;-0,527;-0,427;-0,597;19,174
"cotta";1,283;0,574;-0,493;-0,527;1,283;-0,597;-0,493
"costoso";-0,427;0,574;0,983;-0,527;1,283;-0,597;-0,493
"contesto";1,283;-0,633;0,983;0,861;-0,427;-0,597;-0,493
"conduzione";-0,427;0,574;-0,493;-0,527;1,283;0,658;-0,493
"completo";1,283;0,574;-0,493;0,861;-0,427;-0,597;-0,493
"colpo";-0,427;0,574;-0,493;0,861;-0,427;-0,597;0,983
"coerente";-0,427;5,342;-0,493;0,861;-0,427;-0,597;-0,493
"cittadino";-0,427;0,574;-0,493;0,861;-0,427;0,658;-0,493
"chiuso";-0,427;-0,633;-0,493;-0,527;-0,427;5,738;0,983
"cartone";1,283;-0,633;0,983;-0,527;1,283;-0,597;-0,493
"brutto";-0,427;-0,633;-0,493;6,664;1,283;-0,597;-0,493
"bomba";-0,427;-0,633;-0,493;-0,527;-0,427;0,658;7,21
"bistecca";-0,427;-0,633;0,983;0,861;-0,427;0,658;-0,493
"assenza";1,283;0,574;-0,493;-0,527;1,283;-0,597;-0,493
"artistico";-0,427;-0,633;-0,493;6,664;-0,427;-0,597;0,983
"arrosto";1,283;-0,633;-0,493;-0,527;-0,427;0,658;0,983
"arrivo";-0,427;0,574;-0,493;0,861;-0,427;-0,597;0,983
"apertura";-0,427;-0,633;-0,493;0,861;-0,427;5,738;-0,493
"anziano";-0,427;0,574;-0,493;-0,527;-0,427;0,658;0,983
"amore";-0,427;5,342;-0,493;-0,527;1,283;-0,597;-0,493
"allergico";-0,427;-0,633;-0,493;6,664;1,283;-0,597;-0,493
"accompagnamento";-0,427;0,574;7,21;-0,527;-0,427;-0,597;-0,493
"abituale";-0,427;-0,633;-0,493;0,861;1,283;0,658;-0,493
"abbordabile";-0,427;5,342;-0,493;-0,527;-0,427;-0,597;0,983
"l";5,27;-0,351;0,385;0,021;0,121;-1,73;-1,503
"due";0,748;-0,701;0,179;3,271;-0,078;-0,026;-3,05
"altro";0,026;-2,67;0,044;2,293;-0,895;-2,092;5,342
"un_po";1,191;-9,724;-2,388;0,994;8,034;0,364;-0,197
"in_questo";0,342;-4,134;3,413;0,293;0;-0,119;-0,137
"all";0,436;-0,18;13,027;-0,216;-2,866;-0,616;-0,727
"qualche";1,736;-3,579;0,882;0,034;0,475;0,197;-2,082
"buon";0,557;-0,003;5,895;-0,109;-0,415;-5,79;0,203
"ogni";0,148;3,385;0,496;-0,446;-2,518;-2,213;0,496
"dell";0,003;-1,609;3,128;0,917;-0,415;-0,31;-0,044
"stesso";-0,023;-0,002;-0,13;0,07;0,394;0,55;-1,209
"quello_che";-0,868;0,395;-0,13;0,972;0,394;-0,411;-0,13
"di_una";0,064;-1,1;0,003;-0,71;3,957;-0,964;0,768
"nessuno";4,683;-0,904;-0,458;6,606;-0,275;-2,823;-0,458
"nell";-0,607;-1,522;4,691;4,065;0,002;-1,354;-0,885
"dall";2,565;-0,544;0,193;-0,297;-0,109;-0,456;0,193
"é";-1,188;0,38;9,403;-0,031;-1,188;-0,089;-1,372
"e_che";1,608;-2,993;1,046;-2,492;-0,275;-0,008;3,506
