"";"X.RATING_1.2";"X.RATING_1.8";"X.RATING_2";"X.RATING_2.2";"X.RATING_2.4";"X.RATING_2.6";"X.RATING_2.8";"X.RATING_3";"X.RATING_3.2";"X.RATING_3.4";"X.RATING_3.6";"X.RATING_3.8";"X.RATING_4";"X.RATING_4.2";"X.RATING_4.25";"X.RATING_4.33";"X.RATING_4.4";"X.RATING_4.5";"X.RATING_4.6";"X.RATING_4.75";"X.RATING_4.8";"X.RATING_5"
"manzo";-0,0273;-0,0283;-0,0621;-0,1653;-0,0221;0,4861;-0,1446;0,2372;1,5548;-0,2079;-0,27;0,2631;0,2124;-0,2273;-0,0341;-0,0125;0,3601;-0,0101;-0,7174;-0,0168;0,2124;0,2274
"ideale";-0,0273;-0,0283;-0,0621;-0,1653;-0,0221;-0,1717;-0,1446;0,2372;0,2947;-0,2079;-0,27;-0,3426;0,637;-0,6347;-0,0341;-0,0125;1,3215;-0,0101;-0,2746;-0,0168;0,2124;0,6729
"torta";-0,0753;4,5499;4,4079;-0,4549;-0,0607;-0,4726;-0,3979;-0,4938;-0,8462;0,4298;-0,7432;-0,943;-0,5644;-1,024;-0,0938;-0,0343;-1,8531;-0,0277;-1,975;-0,0462;-1,1355;13,3038
"famiglia";1,0227;2,3332;0,6933;0,3442;-0,0349;-0,2719;-0,2289;0,8485;-0,4869;-0,3293;0,6045;-0,1823;-0,2439;-0,4657;-0,054;-0,0197;0,388;-0,0159;-1,1363;-0,0266;0,3668;-0,2234
"sicuramente";-0,1393;0,5489;-0,3163;0,2427;0,6421;-0,8747;-0,3012;-0,4216;-0,2718;-0,2429;0,7136;1,0411;-2,1018;0,3984;-0,1736;0,8667;-0,2697;-0,0512;-0,3309;0,7481;-0,3004;1,1551
"olio";-0,0296;-0,0307;-0,0673;-0,179;-0,0239;2,1212;-0,1566;-0,4072;0,2712;0,3929;2,4971;-0,3711;-0,4469;-0,6876;-0,0369;-0,0135;0,3197;-0,0109;-0,7773;-0,0182;0,192;0,2064
"pasto";-0,0296;-0,0307;-0,0673;-0,179;-0,0239;-0,186;-0,1566;-0,4072;-0,3331;0,3929;-0,2925;-0,3711;1,151;-0,6876;-0,0369;-0,0135;1,8413;-0,0109;0,6412;1,3875;-0,4469;-0,4223
"pasta";-0,105;-0,1087;0,3743;1,264;-0,0847;1,2156;-0,1935;-0,7944;0,5708;-0,7982;-0,4982;0,2463;0,5684;-0,4192;-0,1308;-0,0478;0,3101;-0,0386;-0,3476;-0,0644;-0,2737;0,3714
"banco";-0,0365;-0,0377;-0,0828;-0,2204;-0,0294;-0,2289;-0,1928;0,5128;0,214;-0,2772;-0,3601;-0,1371;-0,5501;-0,8464;-0,0454;-0,0166;-0,8977;-0,0134;2,6441;-0,0224;0,4602;0,9858
"gruppo";1,2146;-0,0283;-0,0621;-0,1653;1,3053;0,4861;-0,1446;0,6963;0,2947;-0,2079;-0,27;-0,3426;-0,4125;0,822;-0,0341;-0,0125;0,3601;-0,0101;-0,2746;-0,0168;-0,4125;-0,3898
"varietà";-0,0593;0,8802;-0,1346;-0,3583;-0,0478;-0,3722;-0,3134;-0,8149;-0,6665;1,1004;-0,2079;0,3018;0,2227;-0,383;-0,0739;-0,027;1,0658;-0,0218;-0,2472;-0,0364;0,2227;0,9464
"ultimo";-0,041;-0,0425;0,7143;-0,2479;-0,0331;-0,2576;-0,2169;0,4446;-0,4613;0,2904;-0,4051;-0,1668;0,3951;-0,4293;-0,0511;-0,0187;0,781;-0,0151;0,7145;-0,0252;0,3951;-0,5848
"misto";-0,0319;-0,033;-0,0724;-0,1928;-0,0257;0,4324;-0,1687;0,1967;0,7225;-0,2426;0,8091;0,6529;-0,4813;-0,7405;-0,0398;-0,0145;0,6276;-0,0117;-0,3503;-0,0196;-0,4813;0,5731
"formaggio";-0,0479;-0,0496;-0,1087;-0,2893;-0,0386;-0,3006;-0,2531;-0,658;-0,1807;-0,364;-0,4727;-0,2143;-0,2857;0,6688;-0,0597;-0,0218;0,9949;-0,0176;-0,3171;-0,0294;0,6748;1,2227
"ingrediente";-0,0958;-0,0992;-0,2176;-0,5792;-0,0773;-0,6017;-0,5066;0,2465;-0,2478;-0,7287;-0,1914;-0,6137;-0,431;-0,9025;0,619;-0,0436;0,3979;-0,0352;1,0848;-0,0588;1,017;2,0356
"taglio";-0,041;-0,0425;-0,0932;-0,2479;-0,0331;0,3493;-0,2169;-0,564;-0,4613;-0,3119;-0,4051;0,4963;-0,6189;0,4672;-0,0511;-0,0187;2,4481;-0,0151;0,7145;1,2495;-0,6189;-0,5848
"buon";-0,0981;-0,1016;-0,2228;-0,593;-0,0791;-0,6161;-0,5187;0,2342;-0,5442;-0,3057;-0,2009;0,5357;0,9789;0,949;-0,1223;-0,0447;0,5846;-0,0361;1,0326;-0,0602;-0,4502;-1,3987
"eccezionale";-0,057;-0,059;-0,1294;0,2615;-0,046;-0,3579;-0,3013;0,2781;0,3732;-0,4334;-0,1952;0,3204;-0,8599;0,8216;1,9433;-0,026;-0,1932;-0,021;-1,4956;1,1116;0,5296;0,573
